Tiempo,,Velocidad,,R,,T,
0,540000000009159,67,3787447572721,27082,25,8948,39
0,541007462695743,67,2138672945126,26579,21,8789,19
0,542014925382327,67,463319700685,26663,5,8980,23
0,543022388068912,66,8761536952374,26830,73,9171,27
0,544029850755496,66,7033476165501,26663,5,9012,7
0,54503731344208,66,527929114422,26998,41,8980,23
0,546044776128664,66,3499138017847,27333,77,8948,39
0,547052238815249,66,1693175226957,26663,5,9107,59
0,548059701501833,65,9861563509287,26663,5,8661,83
0,549067164188417,65,800446588543,26579,21,8948,39
0,550074626875001,65,6122047644322,26746,89,8884,71
0,551082089561586,65,4214476328535,25992,33,8948,39
0,55208955224817,65,2281921719362,27166,9,8789,19
0,553097014934754,65,324555821704,26830,73,8916,55
0,554104477621338,64,8342552848768,26663,5,8948,39
0,555111940307923,64,6336089206555,26411,53,9043,91
0,556119402994507,64,4305343478159,26579,21,8821,3
0,557126865681091,64,2250496407877,26746,89,8852,87
0,558134328367675,64,171730885119,26663,5,9075,75
0,55914179105426,63,806923192813,26411,53,8852,87
0,560149253740844,63,5943186667524,26327,69,8821,3
0,561156716427428,63,3793784329628,26998,41,8916,55
0,562164179114012,63,1621216219637,26998,41,9075,75
0,563171641800597,62,9425675704595,26746,89,9012,7
0,564179104487181,62,7207358196177,26327,69,8980,23
0,565186567173765,62,49664611333,26998,41,8821,3
0,566194029860349,62,270318396455,27166,9,8980,23
0,567201492546934,62,417728130427,27082,25,8821,3
0,568208955233518,61,8110297045421,26914,57,8757,35
0,569216417920102,61,5781096079906,27249,93,9107,59
0,570223880606686,61,343033254186,26830,73,9107,59
0,571231343293271,61,105821565841,26830,73,8852,87
0,572238805979855,60,8664956557221,26998,41,8693,67
0,573246268666439,60,6250768247692,26663,5,9012,7
0,574253731353023,60,3815865602007,26495,37,8980,23
0,575261194039608,60,1360465336006,26160,1,8852,87
0,576268656726192,59,8884785989894,27082,25,8916,55
0,577276119412776,59,6389047908797,27585,29,8916,55
0,57828358209936,59,3873473223146,26998,41,8693,67
0,579291044785945,59,1338285828908,26998,41,8821,3
0,580298507472529,58,8783711367653,26914,57,8884,71
0,581305970159113,58,6209977206482,26998,41,8948,39
0,582313432845697,58,3617312417779,27417,61,8725,51
0,583320895532282,58,1005947758831,26830,73,8980,23
0,584328358218866,57,8376115651286,26746,89,8884,71
0,58533582090545,57,5728050160465,26914,57,9139,43
0,586343283592034,57,3061986974532,26746,89,8852,87
0,587350746278619,57,378163383519,27752,97,8693,67
0,588358208965203,56,7676818258198,26830,73,8980,23
0,589365671651787,56,4958192028833,26746,89,9203,11
0,590373134338371,56,2222526663766,26411,53,8789,19
0,591380597024956,55,9470065647893,26830,73,8916,55
0,59238805971154,55,6701053960989,27166,9,8980,23
0,593395522398124,55,3915738055903,26830,73,8821,3
0,594402985084708,55,1114365836619,26746,89,8629,99
0,595410447771293,54,8297186636201,26579,21,8789,19
0,596417910457877,54,5464451194593,26663,5,8789,19
0,597425373144461,54,2616411636306,26495,37,8916,55
0,598432835831045,53,9753321447978,26830,73,8916,55
0,59944029851763,53,687543545581,26830,73,9171,27
0,600447761204214,53,3983009802888,26830,73,9234,95
0,601455223890798,53,1076301926385,26914,57,8884,71
0,602462686577382,52,8155570534648,26998,41,8884,71
0,603470149263967,52,5221075584172,27166,9,8821,3
0,604477611950551,52,2273078256459,26663,5,9012,7
0,605485074637135,51,9311840934779,26579,21,8916,55
0,606492537323719,51,6337627180811,26327,69,9043,91
0,607500000010304,51,3350701711191,26579,21,8980,23
0,608507462696888,51,35133037394,27333,77,8884,71
0,609514925383472,50,7339780124816,26998,41,8948,39
0,610522388070056,50,4316319003546,26746,89,8821,3
0,611529850756641,50,1281216109971,26746,89,8980,23
0,612537313443225,49,8234741580097,26830,73,8852,87
0,613544776129809,49,5177166562044,26746,89,8789,19
0,614552238816393,49,2108763191925,26663,5,9012,7
0,615559701502978,48,9029804569616,26663,5,8916,55
0,616567164189562,48,5940564734454,26663,5,8821,3
0,617574626876146,48,284131864084,26746,89,8884,71
0,61858208956273,47,9732342133773,26830,73,9012,7
0,619589552249315,47,6613911924299,26663,5,8884,71
0,620597014935899,47,3486305564877,26914,57,8916,55
0,621604477622483,47,349801424682,26495,37,9139,43
0,622611940309067,46,7204678664823,26495,37,9012,7
0,623619402995652,46,4051217213502,27249,93,9012,7
0,624626865682236,46,889697741098,27585,29,9012,7
0,62563432836882,45,7720401635183,26830,73,8948,39
0,626641791055404,45,4543610975481,26746,89,8884,71
0,627649253741989,45,135960850876,26830,73,8948,39
0,628656716428573,44,8168677623668,26830,73,8916,55
0,629664179115157,44,4971102325507,26998,41,8980,23
0,630671641801741,44,1767167210962,26663,5,8980,23
0,631679104488326,43,8557157442761,26663,5,8852,87
0,63268656717491,43,5341358724304,26495,37,8821,3
0,633694029861494,43,2120057274228,26495,37,8852,87
0,634701492548078,42,8893539800936,26327,69,8884,71
0,635708955234663,42,5662093477078,26746,89,8980,23
0,636716417921247,42,2426005913987,26663,5,9139,43
0,637723880607831,41,9185565136089,26327,69,8980,23
0,638731343294415,41,594105955526,26327,69,9075,75
0,639738805981,41,2692777945162,27166,9,9012,7
0,640746268667584,40,9441009415537,27082,25,8980,23
0,641753731354168,40,6186043386475,26914,57,8884,71
0,642761194040752,40,2928169562658,27249,93,9043,91
0,643768656727337,39,9667677907573,27333,77,8916,55
0,644776119413921,39,6404858617704,26663,5,8852,87
0,645783582100505,39,31400020967,26830,73,8852,87
0,646791044787089,38,9873398929538,26998,41,8884,71
0,647798507473674,38,6605339856648,26579,21,9075,75
0,648805970160258,38,3336115748045,27166,9,8916,55
0,649813432846842,38,66017577435,26830,73,8980,23
0,650820895533426,37,6795336396317,26579,21,8789,19
0,651828358220011,37,3524363308084,26495,37,9043,91
0,652835820906595,37,253389442107,26495,37,9203,11
0,653843283593179,36,6982705927828,26411,53,8916,55
0,654850746279763,36,3712603868846,26327,69,8948,39
0,655858208966348,36,443374317007,27585,29,9012,7
0,656865671652932,35,7175308246503,26579,21,9043,91
0,657873134339516,35,3908696527968,26495,37,8980,23
0,6588805970261,35,643829902598,27082,25,8916,55
0,659888059712685,34,7380998956264,27082,25,9043,91
0,660895522399269,34,4120494093655,26830,73,9521,51
0,661902985085853,34,862605512432,26914,57,8852,87
0,662910447772437,33,7607623177393,26663,5,8948,39
0,663917910459022,33,4355836794674,27333,77,8916,55
0,664925373145606,33,1107535785951,26998,41,8980,23
0,66593283583219,32,7863009262695,26663,5,8980,23
0,666940298518774,32,462254600043,26830,73,8789,19
0,667947761205359,32,1386434413036,26663,5,9171,27
0,668955223891943,31,8154962527072,26830,73,9234,95
0,669962686578527,31,4928417956151,26160,1,8980,23
0,670970149265111,31,1707087875334,26579,21,8916,55
0,671977611951696,30,849125899557,27166,9,9012,7
0,67298507463828,30,5281217538184,26663,5,9012,7
0,673992537324864,30,2077249209392,26830,73,8948,39
0,675000000011448,29,8879639174883,26914,57,8980,23
0,676007462698033,29,568867203443,26495,37,8884,71
0,677014925384617,29,2504631796563,26998,41,8980,23
0,678022388071201,28,9327801853293,27166,9,8948,39
0,679029850757785,28,6158464954883,26663,5,8884,71
0,68003731344437,28,2996903184687,26663,5,9075,75
0,681044776130954,27,9843397934044,26830,73,9075,75
0,682052238817538,27,6698229877231,26830,73,8980,23
0,683059701504123,27,3561678946478,26746,89,8884,71
0,684067164190707,27,434024307062,26830,73,9139,43
0,685074626877291,26,7315544332455,26830,73,9234,95
0,686082089563875,26,4206516579545,26746,89,9171,27
0,68708955225046,26,1107217763938,26830,73,9075,75
0,688097014937044,25,8017923735325,27249,93,9012,7
0,689104477623628,25,4938909452933,26998,41,9012,7
0,690111940310212,25,1870448961051,26579,21,8948,39
0,691119402996797,24,881281536464,26327,69,8980,23
0,692126865683381,24,5766280805025,26495,37,8916,55
0,693134328369965,24,2731116435671,26579,21,9139,43
0,694141791056549,23,9707592398055,26160,1,9203,11
0,695149253743134,23,6695977797618,27249,93,9171,27
0,696156716429718,23,3696540679815,26830,73,9012,7
0,697164179116302,23,709548006254,26579,21,9075,75
0,698171641802886,22,7735265630944,26914,57,9075,75
0,699179104489471,22,4773958276624,26914,57,9043,91
0,700186567176055,22,1825889511209,26998,41,9043,91
0,701194029862639,21,8891321724326,26663,5,9362,31
0,702201492549223,21,597051610396,26327,69,9012,7
0,703208955235808,21,3063732613213,26411,53,9139,43
0,704216417922392,21,171229967162,27333,77,9171,27
0,705223880608976,20,7293265609831,26998,41,9234,95
0,70623134329556,20,4430095691283,26746,89,9075,75
0,707238805982145,20,1581975044813,26830,73,9585,19
0,708246268668729,19,8749157164278,26914,57,9043,91
0,709253731355313,19,5931894181526,26327,69,9075,75
0,710261194041897,19,3130436843959,26998,41,8980,23
0,711268656728482,19,345034492213,26663,5,9171,27
0,712276119415066,18,757593503797,26663,5,9234,95
0,71328358210165,18,482338494189,26411,53,9107,59
0,714291044788234,18,2087629191675,26411,53,9043,91
0,715298507474818,17,9368911280266,26160,1,8948,39
0,716305970161403,17,6667473184168,26914,57,9234,95
0,717313432847987,17,3983555341915,26830,73,9330,47
0,718320895534571,17,1317396632671,26663,5,9234,95
0,719328358221156,16,8669234354969,26830,73,8948,39
0,72033582090774,16,6039304205587,27417,61,9075,75
0,721343283594324,16,3427840258573,27082,25,9139,43
0,722350746280908,16,835074944411,26830,73,9425,99
0,723358208967493,15,8261239029336,26830,73,9234,95
0,724365671654077,15,5706561594789,26495,37,9203,11
0,725373134340661,15,3171270017033,27501,45,9139,43
0,726380597027245,15,655589946914,27417,61,9075,75
0,72738805971383,14,8159745289778,26579,21,9234,95
0,728395522400414,14,5683958185542,26663,5,9012,7
0,729402985086998,14,3228448988921,27082,25,8884,71
0,730410447773582,14,793436249816,26495,37,9043,91
0,731417910460167,13,8379136693868,26160,1,9139,43
0,732425373146751,13,5985765203159,26411,53,9266,79
0,733432835833335,13,3613534797095,26495,37,9585,19
0,734440298519919,13,1262656613439,26327,69,8980,23
0,735447761206504,12,8933339889527,26663,5,9139,43
0,736455223893088,12,6625791943639,27920,65,9203,11
0,737462686579672,12,4340218156549,26579,21,9298,63
0,738470149266256,12,2076821953246,26327,69,9330,47
0,739477611952841,11,9835804784824,26327,69,9234,95
0,740485074639425,11,7617366110559,27333,77,9171,27
0,741492537326009,11,5421703380153,27333,77,9298,63
0,742500000012593,11,3249012016159,26830,73,9266,79
0,743507462699178,11,1099485396588,26830,73,9234,95
0,744514925385762,10,89733148377,26830,73,9234,95
0,745522388072346,10,6870689576972,26914,57,9362,31
0,74652985075893,10,4791796756261,26579,21,9266,79
0,747537313445515,10,2736821405142,26746,89,9107,59
0,748544776132099,10,705946424441,26663,5,9298,63
0,749552238818683,9,86993525699587,26663,5,9394,15
0,750559701505267,9,67172184363805,26495,37,9139,43
0,751567164191852,9,47597204413809,26830,73,9203,11
0,752574626878436,9,28270328099225,27501,45,9394,15
0,75358208956502,9,9193275587469,25992,33,9171,27
0,754589552251604,8,90367744810681,27082,25,9362,31
0,755597014938189,8,7179541131458,26830,73,9171,27
0,756604477624773,8,53477928109346,26830,73,9266,79
0,757611940311357,8,35416925522466,26998,41,9457,83
0,758619402997941,8,17614011053674,26914,57,9298,63
0,759626865684526,8,70769231844,26914,57,9203,11
0,76063432837111,7,82788761473973,26914,57,9298,63
0,761641791057694,7,65769525946214,27166,9,9266,79
0,762649253744278,7,49014577426943,26830,73,9107,59
0,763656716430863,7,32525407171984,26830,73,9362,31
0,764664179117447,7,1630348278185,26663,5,9489,67
0,765671641804031,7,350248071128,26495,37,9330,47
0,766679104490615,6,84667122939982,26830,73,9234,95
0,7676865671772,6,6925550324775,27417,61,9298,63
0,768694029863784,6,54116760688746,27249,93,9107,59
0,769701492550368,6,39252242670146,25992,33,9425,99
0,770708955236952,6,2466327219208,26579,21,9362,31
0,771716417923537,6,1035114772985,26830,73,9394,15
0,772723880610121,5,96317143118404,26663,5,9457,83
0,773731343296705,5,82562507438929,27166,9,9362,31
0,774738805983289,5,69088464907687,26998,41,9330,47
0,775746268669874,5,5589621476706,26746,89,9425,99
0,776753731356458,5,42986931178792,26663,5,9298,63
0,777761194043042,5,30361763119515,26998,41,9457,83
0,778768656729626,5,18021834278464,26160,1,9394,15
0,779776119416211,5,5968242957471,26914,57,9425,99
0,780783582102795,4,94202061973217,26663,5,9457,83
0,781791044789379,4,82724338561724,26076,17,9457,83
0,782798507475963,4,71536094285181,26160,1,9489,67
0,783805970162548,4,60638324940998,26411,53,9266,79
0,784813432849132,4,50032000473186,26830,73,9680,71
0,785820895535716,4,39718064886014,26579,21,9457,83
0,7868283582223,4,2969743616001,26830,73,9521,51
0,787835820908885,4,19971006170243,26243,85,9330,47
0,788843283595469,4,10539640606946,26746,89,9425,99
0,789850746282053,4,1404178898471,26830,73,9521,51
0,790858208968637,3,92565434136558,26998,41,9457,83
0,791865671655222,3,84024193003996,26160,1,9680,71
0,792873134341806,3,75781215704583,26579,21,9680,71
0,79388059702839,3,67837235895472,26914,57,9521,51
0,794888059714974,3,60192960621875,26579,21,9330,47
0,795895522401559,3,52849070254125,26327,69,9712,55
0,796902985088143,3,4580621842713,26327,69,9871,75
0,797910447774727,3,39065031982193,26243,85,9648,87
0,798917910461311,3,32626110911222,26495,37,9648,87
0,799925373147896,3,26490028303319,26998,41,9680,71
0,80093283583448,3,20657330293791,26579,21,9744,39
0,801940298521064,3,15128536015524,27166,9,9648,87
0,802947761207648,3,990413755279,26411,53,9839,91
0,803955223894233,3,4984599897447,26663,5,9808,7
0,804962686580817,3,370360907543,26746,89,9712,55
0,805970149267401,2,9606183126836,26579,21,9808,7
0,806977611953985,2,92059394455853,26495,37,9680,71
0,80798507464057,2,88363406702523,26663,5,9744,39
0,808992537327154,2,84974196965702,26495,37,9712,55
0,810000000013738,2,81892066898288,26160,1,9680,71
0,811007462700322,2,79117290821887,26495,37,9394,15
0,812014925386907,2,76650115702399,25992,33,9871,75
0,813022388073491,2,7449076112804,25992,33,9617,3
0,814029850760075,2,72639419289796,25656,97,9839,91
0,815037313446659,2,71096254964316,26327,69,9839,91
0,816044776133244,2,69861405499249,26914,57,9776,23
0,817052238819828,2,68934980801017,26160,1,9808,7
0,818059701506412,2,68317063325034,26327,69,9935,43
0,819067164192996,2,68007708068366,26076,17,9839,91
0,820074626879581,2,6800694256484,26327,69,9839,91
0,821082089566165,2,68314766882589,26495,37,9903,59
0,822089552252749,2,68931153624045,26160,1,9839,91
0,823097014939333,2,69856047928385,26327,69,9648,87
0,824104477625918,2,71089367476404,26076,17,10030,95
0,825111940312502,2,72631002497849,25908,49,9871,75
0,826119402999086,2,74480815781186,26076,17,9680,71
0,82712686568567,2,76638642685811,26076,17,9871,75
0,828134328372255,2,79104291156709,25992,33,10126,47
0,829141791058839,2,81877541741542,25489,29,9935,43
0,830149253745423,2,84958147610183,25070,9,9871,75
0,831156716432008,2,88345834576686,26830,73,9871,75
0,832164179118592,2,92040301123686,26160,1,9871,75
0,833171641805176,2,96041218429244,25824,65,10030,95
0,83417910449176,3,348230396101,25908,49,9999,11
0,835186567178345,3,4960953683381,25824,65,9903,59
0,836194029864929,3,9878977740706,25992,33,10030,95
0,837201492551513,3,15101864844743,25824,65,9903,59
0,838208955238097,3,20629150138151,26076,17,10158,31
0,839216417924681,3,26460341670965,26243,85,10126,47
0,840223880611266,3,32594920444379,25908,49,10190,15
0,84123134329785,3,39032340456934,25656,97,10253,83
0,842238805984434,3,45772028753129,25824,65,9712,55
0,843246268671018,3,52813385474396,25405,45,10126,47
0,844253731357603,3,60155783912504,25153,93,10030,95
0,845261194044187,3,67798570565332,25237,77,10317,51
0,846268656730771,3,75741065195035,25321,61,10062,79
0,847276119417355,3,83982560888595,25908,49,10094,63
0,84828358210394,3,92522324120725,25489,29,10126,47
0,849291044790524,4,1359594819164,25153,93,10190,15
0,850298507477108,4,10493586432324,25573,13,10062,79
0,851305970163692,4,19923485999306,25656,97,9839,91
0,852313432850277,4,29648454222239,25908,49,10476,71
0,853320895536861,4,39667625540993,25489,29,9999,11
0,854328358223445,4,49980108210214,25405,45,9935,43
0,855335820910029,4,60584984378688,25321,61,10126,47
0,856343283596614,4,71481310171051,25489,29,10030,95
0,857350746283198,4,82668115771775,25824,65,10062,79
0,858358208969782,4,94144405511496,25489,29,10062,79
0,859365671656366,5,5909157955629,25405,45,10444,87
0,860373134342951,5,17961325995296,25405,45,10508,55
0,861380597029535,5,30299836940494,24902,41,10285,67
0,862388059716119,5,4292359261559,25237,77,10444,87
0,863395522402703,5,55831469457057,24902,41,10381,19
0,864402985089288,5,69022318613468,25321,61,10317,51
0,865410447775872,5,82494966047773,25489,29,10413,3
0,866417910462456,5,96248212641758,25489,29,10221,99
0,867425373149041,6,10280834302795,25237,77,10094,63
0,868432835835625,6,24591582072785,24986,25,10126,47
0,869440298522209,6,39179182239313,24567,5,10094,63
0,870447761208793,6,54042336449036,25070,9,10158,31
0,871455223895378,6,69179721823213,24986,25,10317,51
0,872462686581962,6,8458999107546,24650,89,10126,47
0,873470149268546,7,271772631658,24902,41,10094,63
0,87447761195513,7,16223670752052,25489,29,10253,83
0,875485074641715,7,32444265655441,24734,73,10253,83
0,876492537328299,7,48932113645567,24650,89,10444,87
